"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)"
"509","2005","11","Tamil Nadu","Dindigul Anna","23.74","75.3","3172.0"
"509","2006","11","Tamil Nadu","Dindigul Anna","18.61","81.25","4366.0"
"509","2007","11","Tamil Nadu","Dindigul Anna","17.28","67.84","3926.0"
"509","2008","11","Tamil Nadu","Dindigul Anna","19.64","72.66","3700.0"
"509","2009","11","Tamil Nadu","Dindigul Anna","16.65","78.85","4736.0"
"509","2010","11","Tamil Nadu","Dindigul Anna","18.35","98.05","5343.0"
"509","2011","11","Tamil Nadu","Dindigul Anna","19.16","103.38","5396.0"
"509","2012","11","Tamil Nadu","Dindigul Anna","9.48","30.81","3250.0"
"509","2013","11","Tamil Nadu","Dindigul Anna","4.23","25.76","6090.0"
"509","2014","11","Tamil Nadu","Dindigul Anna","12.07","70.68","5856.0"
"509","2015","11","Tamil Nadu","Dindigul Anna","14.99","71.95","4800.0"
"509","2016","11","Tamil Nadu","Dindigul Anna","14.99","71.95","4800.0"
"509","2017","11","Tamil Nadu","Dindigul Anna","8.8","49.46","5619.0"
"510","1990","11","Tamil Nadu","Virudhunagar Kamarajar","36.78","123.49","3358.0"
"510","1991","11","Tamil Nadu","Virudhunagar Kamarajar","21.68","47.2","2177.0"
"510","1992","11","Tamil Nadu","Virudhunagar Kamarajar","34.27","108.69","3172.0"
"510","1993","11","Tamil Nadu","Virudhunagar Kamarajar","39.0","164.0","4205.0"
"510","1994","11","Tamil Nadu","Virudhunagar Kamarajar","36.74","87.08","2370.0"
"510","1995","11","Tamil Nadu","Virudhunagar Kamarajar","17.42","16.84","967.0"
"510","1996","11","Tamil Nadu","Virudhunagar Kamarajar","28.91","81.89","2833.0"
"510","1997","11","Tamil Nadu","Virudhunagar Kamarajar","36.21","112.24","3100.0"
"510","1998","11","Tamil Nadu","Virudhunagar Kamarajar","37.07","155.04","4182.0"
"510","1999","11","Tamil Nadu","Virudhunagar Kamarajar","32.56","131.07","4025.0"
"510","2000","11","Tamil Nadu","Virudhunagar Kamarajar","26.01","73.06","2809.0"
"510","2001","11","Tamil Nadu","Virudhunagar Kamarajar","29.39","92.27","3140.0"
"510","2002","11","Tamil Nadu","Virudhunagar Kamarajar","31.61","86.66","2742.0"
"510","2003","11","Tamil Nadu","Virudhunagar Kamarajar","24.14","43.98","1822.0"
"510","2004","11","Tamil Nadu","Virudhunagar Kamarajar","29.71","86.99","2928.0"
"510","2005","11","Tamil Nadu","Virudhunagar Kamarajar","30.78","98.48","3199.0"
"510","2006","11","Tamil Nadu","Virudhunagar Kamarajar","32.74","158.21","4832.0"
"510","2007","11","Tamil Nadu","Virudhunagar Kamarajar","28.21","93.09","3300.0"
"510","2008","11","Tamil Nadu","Virudhunagar Kamarajar","32.5","104.59","3218.0"
"510","2009","11","Tamil Nadu","Virudhunagar Kamarajar","26.62","64.72","2431.0"
"510","2010","11","Tamil Nadu","Virudhunagar Kamarajar","30.57","94.52","3092.0"
"510","2011","11","Tamil Nadu","Virudhunagar Kamarajar","29.66","118.47","3994.0"
"510","2012","11","Tamil Nadu","Virudhunagar Kamarajar","22.97","40.47","1762.0"
"510","2013","11","Tamil Nadu","Virudhunagar Kamarajar","16.47","68.15","4138.0"
"510","2014","11","Tamil Nadu","Virudhunagar Kamarajar","19.61","81.41","4151.0"
"510","2015","11","Tamil Nadu","Virudhunagar Kamarajar","28.61","100.61","3517.0"
"510","2016","11","Tamil Nadu","Virudhunagar Kamarajar","28.61","100.61","3517.0"
"510","2017","11","Tamil Nadu","Virudhunagar Kamarajar","18.54","70.47","3800.0"
"512","1990","11","Tamil Nadu","Sivagangai Pasumpon","89.34","203.12","2274.0"
"512","1991","11","Tamil Nadu","Sivagangai Pasumpon","85.6","153.64","1795.0"
"512","1992","11","Tamil Nadu","Sivagangai Pasumpon","97.06","257.35","2651.0"
"512","1993","11","Tamil Nadu","Sivagangai Pasumpon","96.0","261.0","2719.0"
"512","1994","11","Tamil Nadu","Sivagangai Pasumpon","99.82","261.46","2619.0"
"512","1995","11","Tamil Nadu","Sivagangai Pasumpon","72.06","57.95","804.0"
"512","1996","11","Tamil Nadu","Sivagangai Pasumpon","81.88","161.17","1968.0"
"512","1997","11","Tamil Nadu","Sivagangai Pasumpon","90.93","221.56","2437.0"
"512","1998","11","Tamil Nadu","Sivagangai Pasumpon","96.88","298.59","3082.0"
"512","1999","11","Tamil Nadu","Sivagangai Pasumpon","88.08","168.86","1917.0"
"512","2000","11","Tamil Nadu","Sivagangai Pasumpon","83.95","218.28","2600.0"
"512","2001","11","Tamil Nadu","Sivagangai Pasumpon","77.25","159.61","2066.0"
"512","2002","11","Tamil Nadu","Sivagangai Pasumpon","79.74","139.34","1747.0"
"512","2003","11","Tamil Nadu","Sivagangai Pasumpon","71.96","49.83","692.0"
"512","2004","11","Tamil Nadu","Sivagangai Pasumpon","85.14","179.54","2109.0"
"512","2005","11","Tamil Nadu","Sivagangai Pasumpon","89.92","192.74","2143.0"
"512","2006","11","Tamil Nadu","Sivagangai Pasumpon","81.39","109.45","1345.0"
"512","2007","11","Tamil Nadu","Sivagangai Pasumpon","76.73","78.94","1029.0"
"512","2008","11","Tamil Nadu","Sivagangai Pasumpon","80.83","132.14","1635.0"
"512","2009","11","Tamil Nadu","Sivagangai Pasumpon","77.33","138.1","1786.0"
"512","2010","11","Tamil Nadu","Sivagangai Pasumpon","83.93","188.42","2245.0"
"512","2011","11","Tamil Nadu","Sivagangai Pasumpon","83.78","310.18","3702.0"
"512","2012","11","Tamil Nadu","Sivagangai Pasumpon","70.63","130.31","1845.0"
"512","2013","11","Tamil Nadu","Sivagangai Pasumpon","65.45","46.08","704.0"
"512","2014","11","Tamil Nadu","Sivagangai Pasumpon","65.09","224.88","3455.0"
"512","2015","11","Tamil Nadu","Sivagangai Pasumpon","67.21","189.48","2819.0"
"512","2016","11","Tamil Nadu","Sivagangai Pasumpon","65.21","42.86","657.0"
"512","2017","11","Tamil Nadu","Sivagangai Pasumpon","72.15","64.52","894.0"
"513","1990","11","Tamil Nadu","Chidambanar Toothukudi","28.79","136.0","4724.0"
"513","1991","11","Tamil Nadu","Chidambanar Toothukudi","31.95","109.12","3415.0"
"513","1992","11","Tamil Nadu","Chidambanar Toothukudi","27.03","102.12","3778.0"
"513","1993","11","Tamil Nadu","Chidambanar Toothukudi","28.0","106.0","3786.0"
"513","1994","11","Tamil Nadu","Chidambanar Toothukudi","30.12","122.85","4079.0"
"513","1995","11","Tamil Nadu","Chidambanar Toothukudi","22.64","93.97","4151.0"
"513","1996","11","Tamil Nadu","Chidambanar Toothukudi","14.41","61.01","4234.0"
"513","1997","11","Tamil Nadu","Chidambanar Toothukudi","17.91","78.65","4391.0"
"513","1998","11","Tamil Nadu","Chidambanar Toothukudi","21.72","96.92","4462.0"
"513","1999","11","Tamil Nadu","Chidambanar Toothukudi","17.6","79.06","4492.0"
"513","2000","11","Tamil Nadu","Chidambanar Toothukudi","15.62","67.97","4351.0"
"513","2001","11","Tamil Nadu","Chidambanar Toothukudi","10.2","42.78","4194.0"
"513","2002","11","Tamil Nadu","Chidambanar Toothukudi","14.72","64.5","4382.0"
"513","2003","11","Tamil Nadu","Chidambanar Toothukudi","13.54","56.89","4202.0"
"513","2004","11","Tamil Nadu","Chidambanar Toothukudi","16.42","67.93","4137.0"
"513","2005","11","Tamil Nadu","Chidambanar Toothukudi","19.93","81.82","4105.0"
"513","2006","11","Tamil Nadu","Chidambanar Toothukudi","21.38","94.0","4397.0"
"513","2007","11","Tamil Nadu","Chidambanar Toothukudi","18.06","64.74","3585.0"
"513","2008","11","Tamil Nadu","Chidambanar Toothukudi","22.4","108.16","4829.0"
"513","2009","11","Tamil Nadu","Chidambanar Toothukudi","19.55","96.68","4945.0"
"513","2010","11","Tamil Nadu","Chidambanar Toothukudi","20.01","89.44","4470.0"
"513","2011","11","Tamil Nadu","Chidambanar Toothukudi","103.92","356.2","3428.0"
"513","2012","11","Tamil Nadu","Chidambanar Toothukudi","6.23","24.38","3913.0"
"513","2013","11","Tamil Nadu","Chidambanar Toothukudi","11.73","55.45","4727.0"
"513","2014","11","Tamil Nadu","Chidambanar Toothukudi","16.28","84.11","5166.0"
"513","2015","11","Tamil Nadu","Chidambanar Toothukudi","18.56","74.56","4017.0"
"513","2016","11","Tamil Nadu","Chidambanar Toothukudi","18.56","74.56","4017.0"
"513","2017","11","Tamil Nadu","Chidambanar Toothukudi","13.69","60.95","4453.0"
"521","1990","11","Tamil Nadu","Thiruvannamalai","53.32","164.54","3086.0"
"521","1991","11","Tamil Nadu","Thiruvannamalai","106.9","326.99","3059.0"
"521","1992","11","Tamil Nadu","Thiruvannamalai","91.93","211.47","2300.0"
"521","1993","11","Tamil Nadu","Thiruvannamalai","98.0","257.0","2622.0"
"521","1994","11","Tamil Nadu","Thiruvannamalai","108.12","344.43","3186.0"
"521","1995","11","Tamil Nadu","Thiruvannamalai","101.45","262.68","2589.0"
"521","1996","11","Tamil Nadu","Thiruvannamalai","146.54","384.01","2621.0"
"521","1997","11","Tamil Nadu","Thiruvannamalai","142.22","405.68","2852.0"
"521","1998","11","Tamil Nadu","Thiruvannamalai","146.25","484.4","3312.0"
"521","1999","11","Tamil Nadu","Thiruvannamalai","97.39","303.01","3111.0"
"521","2000","11","Tamil Nadu","Thiruvannamalai","81.75","247.22","3024.0"
"521","2001","11","Tamil Nadu","Thiruvannamalai","122.69","370.96","3024.0"
"521","2002","11","Tamil Nadu","Thiruvannamalai","43.87","115.45","2632.0"
"521","2003","11","Tamil Nadu","Thiruvannamalai","70.72","198.45","2806.0"
"521","2004","11","Tamil Nadu","Thiruvannamalai","116.82","330.49","2829.0"
"521","2005","11","Tamil Nadu","Thiruvannamalai","142.74","393.53","2757.0"
"521","2006","11","Tamil Nadu","Thiruvannamalai","111.46","366.05","3284.0"
"521","2007","11","Tamil Nadu","Thiruvannamalai","112.15","385.91","3441.0"
"521","2008","11","Tamil Nadu","Thiruvannamalai","101.89","317.94","3120.0"
"521","2009","11","Tamil Nadu","Thiruvannamalai","105.18","324.98","3090.0"
"521","2010","11","Tamil Nadu","Thiruvannamalai","125.49","357.69","2850.0"
"521","2011","11","Tamil Nadu","Thiruvannamalai","63.94","302.48","4731.0"
"521","2012","11","Tamil Nadu","Thiruvannamalai","91.77","325.51","3547.0"
"521","2013","11","Tamil Nadu","Thiruvannamalai","82.63","359.4","4350.0"
"521","2014","11","Tamil Nadu","Thiruvannamalai","93.13","439.23","4716.0"
"521","2015","11","Tamil Nadu","Thiruvannamalai","138.88","550.74","3966.0"
"521","2016","11","Tamil Nadu","Thiruvannamalai","138.88","550.74","3966.0"
"521","2017","11","Tamil Nadu","Thiruvannamalai","161.71","704.25","4355.0"
"542","1992","11","Tamil Nadu","Nagapattinam","306.09","1028.22","3359.0"
"542","1993","11","Tamil Nadu","Nagapattinam","318.0","627.0","1972.0"
"542","1994","11","Tamil Nadu","Nagapattinam","321.13","1175.29","3660.0"
"542","1995","11","Tamil Nadu","Nagapattinam","288.84","676.61","2343.0"
"542","1996","11","Tamil Nadu","Nagapattinam","145.36","239.56","1648.0"
"542","1997","11","Tamil Nadu","Nagapattinam","156.95","269.63","1718.0"
"542","1998","11","Tamil Nadu","Nagapattinam","159.26","454.19","2852.0"
"542","1999","11","Tamil Nadu","Nagapattinam","163.62","547.52","3346.0"
"542","2000","11","Tamil Nadu","Nagapattinam","167.32","547.63","3273.0"
"542","2001","11","Tamil Nadu","Nagapattinam","168.27","427.5","2541.0"
"542","2002","11","Tamil Nadu","Nagapattinam","137.72","159.45","1158.0"
"542","2003","11","Tamil Nadu","Nagapattinam","136.04","259.87","1910.0"
"542","2004","11","Tamil Nadu","Nagapattinam","153.14","140.66","919.0"
"542","2005","11","Tamil Nadu","Nagapattinam","158.1","136.64","864.0"
"542","2006","11","Tamil Nadu","Nagapattinam","165.71","630.61","3806.0"
"542","2007","11","Tamil Nadu","Nagapattinam","154.04","289.32","1878.0"
"542","2008","11","Tamil Nadu","Nagapattinam","170.84","225.15","1318.0"
"542","2009","11","Tamil Nadu","Nagapattinam","157.86","432.03","2737.0"
"542","2010","11","Tamil Nadu","Nagapattinam","156.05","321.51","2060.0"
"542","2011","11","Tamil Nadu","Nagapattinam","170.04","577.03","3393.0"
"542","2012","11","Tamil Nadu","Nagapattinam","142.21","201.55","1417.0"
"542","2013","11","Tamil Nadu","Nagapattinam","154.75","605.33","3912.0"
"542","2014","11","Tamil Nadu","Nagapattinam","159.5","579.96","3636.0"
"542","2015","11","Tamil Nadu","Nagapattinam","163.79","338.26","2065.0"
"542","2016","11","Tamil Nadu","Nagapattinam","166.31","338.26","2034.0"
"542","2017","11","Tamil Nadu","Nagapattinam","163.89","447.45","2730.0"
"543","1994","11","Tamil Nadu","Villupuram","132.36","455.33","3440.0"
"543","1995","11","Tamil Nadu","Villupuram","119.21","421.83","3539.0"
"543","1996","11","Tamil Nadu","Villupuram","186.24","557.86","2995.0"
"543","1997","11","Tamil Nadu","Villupuram","178.16","566.36","3179.0"
"543","1998","11","Tamil Nadu","Villupuram","174.83","639.74","3659.0"
"543","1999","11","Tamil Nadu","Villupuram","158.64","561.58","3540.0"
"543","2000","11","Tamil Nadu","Villupuram","153.51","510.62","3326.0"
"543","2001","11","Tamil Nadu","Villupuram","155.56","561.13","3607.0"
"543","2002","11","Tamil Nadu","Villupuram","80.63","241.29","2993.0"
"543","2003","11","Tamil Nadu","Villupuram","75.28","234.75","3118.0"
"543","2004","11","Tamil Nadu","Villupuram","163.7","525.85","3212.0"
"543","2005","11","Tamil Nadu","Villupuram","168.44","511.93","3039.0"
"543","2006","11","Tamil Nadu","Villupuram","144.78","496.11","3427.0"
"543","2007","11","Tamil Nadu","Villupuram","145.4","480.33","3304.0"
"543","2008","11","Tamil Nadu","Villupuram","146.64","451.14","3077.0"
"543","2009","11","Tamil Nadu","Villupuram","148.45","467.83","3151.0"
"543","2010","11","Tamil Nadu","Villupuram","149.93","512.01","3415.0"
"543","2011","11","Tamil Nadu","Villupuram","129.86","471.62","3632.0"
"543","2012","11","Tamil Nadu","Villupuram","115.59","396.53","3430.0"
"543","2013","11","Tamil Nadu","Villupuram","170.44","796.61","4674.0"
"543","2014","11","Tamil Nadu","Villupuram","171.48","832.59","4855.0"
"543","2015","11","Tamil Nadu","Villupuram","182.3","773.31","4242.0"
"543","2016","11","Tamil Nadu","Villupuram","182.3","773.31","4242.0"
"543","2017","11","Tamil Nadu","Villupuram","163.63","703.29","4298.0"
"999","1998","11","Tamil Nadu","Chennai","0.0","0.0","0.0"
"999","1999","11","Tamil Nadu","Chennai","0.0","0.0","0.0"
"999","2000","11","Tamil Nadu","Chennai","0.0","0.0","0.0"
"999","2001","11","Tamil Nadu","Chennai","0.0","0.0","0.0"
"999","2002","11","Tamil Nadu","Chennai","0.0","0.0","0.0"
"999","2003","11","Tamil Nadu","Chennai","0.0","0.0","0.0"
"999","2004","11","Tamil Nadu","Chennai","0.0","0.0","0.0"
"999","2005","11","Tamil Nadu","Chennai","0.0","0.0","0.0"
"999","2006","11","Tamil Nadu","Chennai","0.0","0.0","0.0"
"999","2007","11","Tamil Nadu","Chennai","0.0","0.0","0.0"
"999","2008","11","Tamil Nadu","Chennai","0.0","0.0","0.0"
"1022","1996","11","Tamil Nadu","Karur","15.48","45.96","2969.0"
"1022","1997","11","Tamil Nadu","Karur","16.45","48.59","2954.0"
"1022","1998","11","Tamil Nadu","Karur","16.25","67.34","4144.0"
"1022","1999","11","Tamil Nadu","Karur","19.48","66.07","3392.0"
"1022","2000","11","Tamil Nadu","Karur","17.95","81.11","4519.0"
"1022","2001","11","Tamil Nadu","Karur","15.54","56.12","3611.0"
"1022","2002","11","Tamil Nadu","Karur","12.84","37.51","2921.0"
"1022","2003","11","Tamil Nadu","Karur","9.32","24.07","2583.0"
"1022","2004","11","Tamil Nadu","Karur","18.23","54.28","2978.0"
"1022","2005","11","Tamil Nadu","Karur","18.4","48.23","2621.0"
"1022","2006","11","Tamil Nadu","Karur","13.75","48.27","3511.0"
"1022","2007","11","Tamil Nadu","Karur","12.43","40.28","3241.0"
"1022","2008","11","Tamil Nadu","Karur","15.63","60.16","3849.0"
"1022","2009","11","Tamil Nadu","Karur","15.01","64.09","4270.0"
"1022","2010","11","Tamil Nadu","Karur","14.81","56.99","3848.0"
"1022","2011","11","Tamil Nadu","Karur","17.09","65.74","3847.0"
"1022","2012","11","Tamil Nadu","Karur","10.91","44.07","4039.0"
"1022","2013","11","Tamil Nadu","Karur","12.57","69.9","5561.0"
"1022","2014","11","Tamil Nadu","Karur","13.45","68.61","5101.0"
"1022","2015","11","Tamil Nadu","Karur","13.28","52.89","3983.0"
"1022","2016","11","Tamil Nadu","Karur","13.28","52.89","3983.0"
"1022","2017","11","Tamil Nadu","Karur","11.19","42.36","3784.0"
"1023","1996","11","Tamil Nadu","Namakkal","25.37","95.16","3751.0"
"1023","1997","11","Tamil Nadu","Namakkal","23.98","99.15","4135.0"
"1023","1998","11","Tamil Nadu","Namakkal","24.64","120.43","4888.0"
"1023","1999","11","Tamil Nadu","Namakkal","22.73","109.37","4812.0"
"1023","2000","11","Tamil Nadu","Namakkal","21.46","93.6","4362.0"
"1023","2001","11","Tamil Nadu","Namakkal","21.36","97.61","4570.0"
"1023","2002","11","Tamil Nadu","Namakkal","9.44","34.97","3704.0"
"1023","2003","11","Tamil Nadu","Namakkal","7.48","24.36","3257.0"
"1023","2004","11","Tamil Nadu","Namakkal","9.04","28.79","3185.0"
"1023","2005","11","Tamil Nadu","Namakkal","18.83","68.85","3656.0"
"1023","2006","11","Tamil Nadu","Namakkal","15.22","57.68","3790.0"
"1023","2007","11","Tamil Nadu","Namakkal","12.21","45.3","3710.0"
"1023","2008","11","Tamil Nadu","Namakkal","13.91","67.3","4838.0"
"1023","2009","11","Tamil Nadu","Namakkal","10.69","45.95","4298.0"
"1023","2010","11","Tamil Nadu","Namakkal","14.06","53.96","3838.0"
"1023","2011","11","Tamil Nadu","Namakkal","8.13","35.75","4397.0"
"1023","2012","11","Tamil Nadu","Namakkal","5.55","20.25","3649.0"
"1023","2013","11","Tamil Nadu","Namakkal","9.18","50.98","5553.0"
"1023","2014","11","Tamil Nadu","Namakkal","10.42","53.33","5118.0"
"1023","2015","11","Tamil Nadu","Namakkal","11.98","60.39","5041.0"
"1023","2016","11","Tamil Nadu","Namakkal","11.98","60.39","5041.0"
"1023","2017","11","Tamil Nadu","Namakkal","7.31","40.44","5532.0"
"1024","1996","11","Tamil Nadu","Perambular","47.58","142.2","2989.0"
"1024","1997","11","Tamil Nadu","Perambular","49.85","152.82","3066.0"
"1024","1998","11","Tamil Nadu","Perambular","51.4","139.1","2706.0"
"1024","1999","11","Tamil Nadu","Perambular","52.45","181.34","3457.0"
"1024","2000","11","Tamil Nadu","Perambular","54.61","174.82","3201.0"
"1024","2001","11","Tamil Nadu","Perambular","48.73","118.71","2436.0"
"1024","2002","11","Tamil Nadu","Perambular","35.88","60.51","1686.0"
"1024","2003","11","Tamil Nadu","Perambular","36.38","85.91","2361.0"
"1024","2004","11","Tamil Nadu","Perambular","46.43","108.51","2337.0"
"1024","2005","11","Tamil Nadu","Perambular","45.95","114.56","2493.0"
"1024","2006","11","Tamil Nadu","Perambular","41.93","131.98","3148.0"
"1024","2007","11","Tamil Nadu","Perambular","38.12","95.43","2503.0"
"1024","2008","11","Tamil Nadu","Perambular","12.4","38.16","3077.0"
"1024","2009","11","Tamil Nadu","Perambular","12.09","42.37","3505.0"
"1024","2010","11","Tamil Nadu","Perambular","14.25","54.71","3839.0"
"1024","2011","11","Tamil Nadu","Perambular","13.1","58.48","4464.0"
"1024","2012","11","Tamil Nadu","Perambular","7.3","20.89","2862.0"
"1024","2013","11","Tamil Nadu","Perambular","7.18","36.16","5036.0"
"1024","2014","11","Tamil Nadu","Perambular","8.99","43.43","4831.0"
"1024","2015","11","Tamil Nadu","Perambular","14.09","64.21","4557.0"
"1024","2016","11","Tamil Nadu","Perambular","3.32","9.44","2844.0"
"1024","2017","11","Tamil Nadu","Perambular","9.23","45.02","4876.0"
"1025","1996","11","Tamil Nadu","Theni","19.03","67.94","3570.0"
"1025","1997","11","Tamil Nadu","Theni","19.83","61.81","3117.0"
"1025","1998","11","Tamil Nadu","Theni","18.58","69.67","3750.0"
"1025","1999","11","Tamil Nadu","Theni","18.48","73.09","3955.0"
"1025","2000","11","Tamil Nadu","Theni","18.21","80.82","4438.0"
"1025","2001","11","Tamil Nadu","Theni","17.42","77.88","4471.0"
"1025","2002","11","Tamil Nadu","Theni","13.78","54.95","3988.0"
"1025","2003","11","Tamil Nadu","Theni","14.23","55.23","3881.0"
"1025","2004","11","Tamil Nadu","Theni","16.64","67.09","4032.0"
"1025","2005","11","Tamil Nadu","Theni","15.69","65.29","4161.0"
"1025","2006","11","Tamil Nadu","Theni","14.92","64.21","4304.0"
"1025","2007","11","Tamil Nadu","Theni","14.4","61.66","4282.0"
"1025","2008","11","Tamil Nadu","Theni","15.58","80.29","5153.0"
"1025","2009","11","Tamil Nadu","Theni","15.37","77.71","5056.0"
"1025","2010","11","Tamil Nadu","Theni","15.36","74.01","4818.0"
"1025","2011","11","Tamil Nadu","Theni","14.74","79.13","5368.0"
"1025","2012","11","Tamil Nadu","Theni","10.32","47.64","4616.0"
"1025","2013","11","Tamil Nadu","Theni","12.5","50.81","4065.0"
"1025","2014","11","Tamil Nadu","Theni","13.84","71.9","5195.0"
"1025","2015","11","Tamil Nadu","Theni","14.63","79.37","5425.0"
"1025","2016","11","Tamil Nadu","Theni","6.21","37.44","6029.0"
"1025","2017","11","Tamil Nadu","Theni","7.06","37.26","5281.0"
"1026","1996","11","Tamil Nadu","Tiruvarur","155.37","238.83","1537.0"
"1026","1997","11","Tamil Nadu","Tiruvarur","168.21","285.51","1697.0"
"1026","1998","11","Tamil Nadu","Tiruvarur","159.65","477.07","2988.0"
"1026","1999","11","Tamil Nadu","Tiruvarur","163.6","490.8","3000.0"
"1026","2000","11","Tamil Nadu","Tiruvarur","174.26","661.46","3796.0"
"1026","2001","11","Tamil Nadu","Tiruvarur","174.72","460.11","2633.0"
"1026","2002","11","Tamil Nadu","Tiruvarur","131.06","112.18","856.0"
"1026","2003","11","Tamil Nadu","Tiruvarur","121.44","169.43","1395.0"
"1026","2004","11","Tamil Nadu","Tiruvarur","148.61","239.81","1614.0"
"1026","2005","11","Tamil Nadu","Tiruvarur","156.1","243.45","1560.0"
"1026","2006","11","Tamil Nadu","Tiruvarur","176.9","586.38","3315.0"
"1026","2007","11","Tamil Nadu","Tiruvarur","151.63","311.31","2053.0"
"1026","2008","11","Tamil Nadu","Tiruvarur","178.04","206.61","1160.0"
"1026","2009","11","Tamil Nadu","Tiruvarur","166.25","483.13","2906.0"
"1026","2010","11","Tamil Nadu","Tiruvarur","160.24","285.59","1782.0"
"1026","2011","11","Tamil Nadu","Tiruvarur","86.73","459.4","5297.0"
"1026","2012","11","Tamil Nadu","Tiruvarur","158.9","192.84","1214.0"
"1026","2013","11","Tamil Nadu","Tiruvarur","174.37","820.54","4706.0"
"1026","2014","11","Tamil Nadu","Tiruvarur","192.62","852.93","4428.0"
"1026","2015","11","Tamil Nadu","Tiruvarur","194.74","666.96","3425.0"
"1026","2016","11","Tamil Nadu","Tiruvarur","186.96","332.91","1781.0"
"1026","2017","11","Tamil Nadu","Tiruvarur","181.0","699.92","3867.0"
"1027","1996","11","Tamil Nadu","Thiruvallur","107.08","322.03","3007.0"
"1027","1997","11","Tamil Nadu","Thiruvallur","111.9","434.77","3885.0"
"1027","1998","11","Tamil Nadu","Thiruvallur","120.13","471.02","3921.0"
"1027","1999","11","Tamil Nadu","Thiruvallur","110.97","433.65","3908.0"
"1027","2000","11","Tamil Nadu","Thiruvallur","93.06","329.3","3539.0"
"1027","2001","11","Tamil Nadu","Thiruvallur","94.42","321.61","3406.0"
"1027","2002","11","Tamil Nadu","Thiruvallur","87.76","279.52","3185.0"
"1027","2003","11","Tamil Nadu","Thiruvallur","74.94","195.54","2609.0"
"1027","2004","11","Tamil Nadu","Thiruvallur","66.73","199.89","2996.0"
"1027","2005","11","Tamil Nadu","Thiruvallur","96.99","271.58","2800.0"
"1027","2006","11","Tamil Nadu","Thiruvallur","89.67","318.47","3552.0"
"1027","2007","11","Tamil Nadu","Thiruvallur","78.71","286.01","3634.0"
"1027","2008","11","Tamil Nadu","Thiruvallur","82.24","315.86","3841.0"
"1027","2009","11","Tamil Nadu","Thiruvallur","80.94","256.29","3166.0"
"1027","2010","11","Tamil Nadu","Thiruvallur","83.22","250.21","3007.0"
"1027","2011","11","Tamil Nadu","Thiruvallur","79.22","313.04","3952.0"
"1027","2012","11","Tamil Nadu","Thiruvallur","78.34","300.46","3835.0"
"1027","2013","11","Tamil Nadu","Thiruvallur","95.83","451.52","4712.0"
"1027","2014","11","Tamil Nadu","Thiruvallur","96.35","426.2","4423.0"
"1027","2015","11","Tamil Nadu","Thiruvallur","101.4","333.2","3286.0"
"1027","2016","11","Tamil Nadu","Thiruvallur","96.97","297.13","3064.0"
"1027","2017","11","Tamil Nadu","Thiruvallur","102.61","412.85","4024.0"
"1077","2008","11","Tamil Nadu","Ariyalur","24.57","75.63","3078.0"
"1077","2009","11","Tamil Nadu","Ariyalur","25.98","80.46","3097.0"
"1077","2010","11","Tamil Nadu","Ariyalur","25.21","97.87","3882.0"
"1077","2011","11","Tamil Nadu","Ariyalur","24.1","97.26","4036.0"
"1077","2012","11","Tamil Nadu","Ariyalur","17.52","36.39","2077.0"
"1077","2013","11","Tamil Nadu","Ariyalur","24.44","131.66","5387.0"
"1077","2014","11","Tamil Nadu","Ariyalur","23.11","116.24","5030.0"
"1077","2015","11","Tamil Nadu","Ariyalur","24.41","124.18","5087.0"
"1077","2016","11","Tamil Nadu","Ariyalur","24.41","121.18","4964.0"
"1077","2017","11","Tamil Nadu","Ariyalur","22.66","99.22","4378.0"
"1080","2003","11","Tamil Nadu","Krishnagiri","11.51","20.95","1820.0"
"1080","2004","11","Tamil Nadu","Krishnagiri","17.62","45.25","2568.0"
"1080","2005","11","Tamil Nadu","Krishnagiri","21.98","57.8","2630.0"
"1080","2006","11","Tamil Nadu","Krishnagiri","17.89","51.04","2853.0"
"1080","2007","11","Tamil Nadu","Krishnagiri","14.98","47.67","3182.0"
"1080","2008","11","Tamil Nadu","Krishnagiri","14.62","52.3","3577.0"
"1080","2009","11","Tamil Nadu","Krishnagiri","16.49","64.98","3941.0"
"1080","2010","11","Tamil Nadu","Krishnagiri","16.34","70.13","4292.0"
"1080","2011","11","Tamil Nadu","Krishnagiri","20.11","91.44","4547.0"
"1080","2012","11","Tamil Nadu","Krishnagiri","17.75","72.19","4067.0"
"1080","2013","11","Tamil Nadu","Krishnagiri","29.7","143.4","4828.0"
"1080","2014","11","Tamil Nadu","Krishnagiri","19.26","94.09","4885.0"
"1080","2015","11","Tamil Nadu","Krishnagiri","22.81","102.31","4485.0"
"1080","2016","11","Tamil Nadu","Krishnagiri","15.99","69.58","4352.0"
"1080","2017","11","Tamil Nadu","Krishnagiri","24.89","118.04","4743.0"
"2020","2008","11","Tamil Nadu","Thiruppur","11.06","20.64","1866.0"
"2020","2009","11","Tamil Nadu","Thiruppur","11.96","50.18","4196.0"
"2020","2010","11","Tamil Nadu","Thiruppur","11.8","46.95","3979.0"
"2020","2011","11","Tamil Nadu","Thiruppur","10.61","48.94","4613.0"
"2020","2012","11","Tamil Nadu","Thiruppur","0.25","0.6","2400.0"
"2020","2013","11","Tamil Nadu","Thiruppur","7.51","43.38","5776.0"
